"Company", "Logo", "Size", "Position Title", "Type Of Contract", "Role", "Description", "Location", "Career Page", "Created Time", "Tags", "Compensation Estimate", "Contact" 
"Swoop, Inc.", "https://image.remoteful.dev/uploads/company/logo/9889/d9036d78-6742-4ee9-8877-7cccfb26e8c2.jpg", "N/A", "Full Stack Software Engineer", "N/A", "N/A", "Hi, we’re Swoop.
We built Moovs, the SaaS tool to help SMB transportation operators run their business, and Swoop, the marketplace where people book private transportation.

Swoop’s mission is to make private transportation (shuttles, buses, vans, etc..) accessible, transparent, and affordable for everyone.
Founded by transportation gurus and technology experts, Swoop is a VC-backed mobility tech company committed to creating a service that customers love and our partners rely on.
We're hiring!Compensation:
Competitive salary + equity + unlimited flexible vacation + 100% medical & dental/vision + paid 1:1 external coachingIntrigued? Read on to learn why you should join us and make a positive impact on thousands of small businesses and millions of people.What you’ll do
Design, implement and iteratively improve new and existing frontend and backend systems.
Help make the right tech decisions in a fast-paced environment.
Develop rich integrations with industry leading platforms to provide SMBs with payroll, insurance, financial, and communication services.
Participate in the design and implementation for both internal and external APIs.
As we continue to grow, you’ll influence our Engineering vision by providing input for how we align to company goals, how we organize, and how we work.
You’ll be great for this role if you
Have a strong understanding of Typescript, React, Node, GraphQL.
Have working experience with relational databases (PostgreSQL).
Feel comfortable taking the lead as well as working independently on new features - all the way from idea to deployment (together with other developers and Product Designers).
Understand the balance between maintainability/scalability and meeting business goals.
Give detailed feedback in code reviews and prioritize making the team better.
Even more awesome if you might
Have experience with Material UI (now MUI) or other design system libraries.
Have experience with mobile languages and frameworks: Kotlin, Swift, React Native.
Have experience building products leveraging external APIs such as Twilio, Stripe, Google Maps.
Our current tech stack is
Frontend: React, Typescript, MUI, GraphQL Apollo; Backend: GraphQL Relay, Node, Express; Storage: PostgreSQL, S3; Dev-Ops: AWS (EC2, RDS, Route53, etc), Firebase Auth.Perks and Benefits

100% Medical Coverage - Life is precious. We got you covered.

Flexible working hours - Time is precious. Make it count. Morning person or night owl, this job is for you.

Unlimited Time Off - We encourage you to use the flexible time-off policy, including a 3-week minimum vacation policy!

Semi-annual Reviews - Ensuring good work is compensated well, great work is compensated greatly, and that we have a happy and productive high-caliber team.

Equity - Every new hire receives equity in Swoop. We expect all our team members to take ownership at Swoop, and we give ownership in return.

New tech gear - Macbook, trackpad, you name it, we’ll get it.

Awesome HQ - Five blocks from the surf and sand in Venice Beach, CA. Loft style office with a full kitchen, 2 showers, a Playstation 5, and more

Individual Coaching - 1:1 expert coaching from BestPracticer paid for by Swoop. Everyone at Swoop is a lifelong learner.
Culture
Everyone who joins us at Swoop helps shape and evolve the culture.
Our guiding principles include - show up as your authentic self, embrace change, take ownership, nurture yourself, and be transparent.
Prioritizing People - we invest in your professional and personal learning and growth. We care about the quality and scalability of our work because we know our users’ names and needs.
At Swoop, we want the best engineering department and know diversity is key to achieving that. Diversity, equity, and inclusion is not just part of the hiring process, but an ongoing initiative.
The Swoopers (aka People)We have Video Game heroes, Mountain Bikers, Bakers, Basketball Players, Skiers, Surfers, Ice Hockey players, Movie Buffs, Musicians, Family people, Single people, and many other collaborative and team-oriented people. We know you’ll find friends here.Hiring Process
Fill out our very basic application form or reach out to us (apply, email, shout, call).
We hold a brief intro call where you’ll learn more about us while we learn more about you.
We invite you to a live interview over zoom (including a coding challenge, technical discussion, and systems design problem) so you can meet members of the team and get a sense of what engineering at Swoop is all about.
Final Interview is a meeting with the co-founders, to give the final green light.
Note: This is a fully remote position, and while we are looking to grow our team in the Los Angeles area, we are open to candidates who reside anywhere in the United States.At Swoop, we're looking for people with passion, grit, and integrity. You're encouraged to apply even if your experience doesn't precisely match the job description. Your skills and passion will stand out—and set you apart—especially if your career has taken some extraordinary twists and turns. At Swoop, we welcome diverse perspectives and people who think rigorously and aren't afraid to challenge assumptions. Join us.Swoop, Inc. is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived race, color, national origin, ancestry, sex, gender, gender identity, pregnancy, childbirth or related medical condition, religious creed, physical disability, mental disability, age, medical condition, marital status, veteran status, sexual orientation, genetic information, or any other characteristic protected by federal, state or local law.
APPLY HERE", "USA-ONLY", "N/A", "Dec 30", "🇺🇸 USA-ONLY


    
      SOFTWARE DEVELOPMENT
    
      JAVASCRIPT
    
      REACT", "N/A", "N/A" 
"Appsilon", "https://image.remoteful.dev/uploads/company/logo/8033/ffe9d7db-f2bd-4139-8080-7750063aca63.png", "N/A", "R/Shiny Developer", "N/A", "N/A", "Global/Remote Every few months we start completely new projects and dive into a completely new world. One day we learn the secrets of promotions in retail chains, another day we analyze satellite images, and then we get super interesting data from the residential market for analysis. Our projects are not only an opportunity to test our skills in difficult statistical, algorithmic, and technological problems but also an opportunity to learn how many different industries work from the inside. Tech Stack that you can expect in Appsilon: R, Shiny, JavaScript, React.js, Python, Docker, Ansible, Git, AWS, HTML, CSS/ SAAS, Tensorflow, Plotly  At Appsilon, you can expect a flat organizational structure. There are currently 30 of us in a tech team, and each person has their own specialization, so the selection of projects and people who work on client tasks is flexible and depends on who has time to take on additional tasks at any given moment. We have other R/Shiny specialists, Frontend Developers, Fullstacks and DevOps in our team – you will have the opportunity to meet and work with each of them.  We are looking for a specialist whose experience and knowledge will enrich our team and allow us to take new, previously unknown directions. Basic tasks will include: 
Creating, maintaining, and developing R/Shiny applications for enterprise customers all over the world
Providing scalability, security, and modern UI/UX with custom R packages
Analyzing and visualizing data from various industries

Developing & scale Shiny apps for enterprise customers that are capable of thousands of simultaneous users and can operate on a distributed infrastructure
Creating useful and professional open-source R/Shiny packages and custom internal tooling
Hosting workshops and creating tutorials with other team members to teach others what we’ve learned
 You are good for this role if you: 
Have experience with R programming and building interactive R/Shiny applications

You have a practical knowledge of JavaScript. Examples: jQuery, React/jsx/Redux, vanilla JS, defining custom events, understanding event loop etc.
You have good examples of improving performance of Shiny projects (optimizing server code, JS, promises)
You’re familiar with Git

You know limitations of R and Shiny and propose ideas how to overcome them
You can work as an independent consultant in medium-sized projects or advisor for other developers;
You have proven track of end-to-end testing of their Shiny apps
Your English is on B2 level
 What’s in it for you: 
Up to $5300 on a B2B contract/monthly
26 days of paid holidays + an equivalent of public holidays in Poland, est. 11 days in 2021
+5% of salary in Personal Development Budget to spend on activities that help you grow
Remote work with flexible working hours adjusted to your time zone and family life.
4 paid days per year to be used for training/conferences, events, or workshop
Private health care insurance (in Poland) or equivalent
Projects that have a real impact on the world. More on https://appsilon.com/data-for-good

Opportunity to work with the prestigious brands where you can see how data science is used
Opportunity to develop yourself as an independent Shiny expert in a data science community
 What can you expect during the recruitment process? 
Screening call with Talent Manager
Home assignment
Interview with Hiring Manager
Culture Fit Interview (we cherish our values, you can read about it more here: https://appsilon.com/careers/)", "WORLDWIDE", "N/A", "Dec 30", "🌏 WORLDWIDE


    
      SOFTWARE DEVELOPMENT
    
      SHINY
    
      R
    
      DATASCIENCE", "N/A", "N/A" 
"GOhiring GmbH", "https://image.remoteful.dev/placeholder.png", "N/A", "Buchhalter:in / Accountant", "N/A", "N/A", "Als strategischer Technologie-Partner für datenbasiertes Recruiting vernetzt GOhiring Arbeitgeber, Bewerbermanagementsysteme, Agenturen und Jobbörsen. Wir sind seit mehr als 10 Jahren am Markt und arbeiten seit Tag eins 100% remote. Mit GOhiring Analytics schaffen wir Transparenz über die Wirkungen von Recruitingmaßnahmen und bieten den Marktteilnehmern so die Sicherheit, die jeweils beste Lösung für ihre aktuellen Herausforderungen zu identifizieren. Mit GOhiring Multiposting stellen wir die besten Verbindungen zu über 500 Jobbörsen im DACH-Raum her. Hinter GOhiring stehen schon jetzt 25+ ausgewiesene Spezialist:innen – und wir haben noch viel vor.Deine Rolle

Operative Buchhaltung: Du verantwortest unsere gesamte Buchhaltung (Kreditoren, Debitoren-, Anlagenbuchhaltung etc.). Die aktuellen gesetzlichen Regeln behältst du dabei im Blick. Du führst Zahlläufe sowie Monats- und Jahresabschlüsse durch, erstellst USt-Voranmeldungen und kommunizierst mit Steuerberatern, Kunden und Dienstleistern sowie unserem Service-, Sales- und Financeteam.
Arbeit am optimalen, digitalen Accounting-Prozess: Du führst bei uns eine ganzeitliche, interne Buchhaltung auf der Grundlage von DATEV Kanzlei Rechnungswesen ein. Du setzt einen möglichst digitalen Prozess auf, führst kleinere Tools ein und verbesserst die Schnittstellen zu unseren Kunden, unserem Steuerberater und den GOhiring-Teams. Mit dieser Aufbauarbeit schaffst du eine tragfähige Grundlage für deinen künftigen Wunsch-Joballtag als Accounting Manager.
Fachliche Anleitung: Du beantwortest fachliche Fragen von Berufsanfängern und Werkstudierenden in unserem Financeteam und teilst mit ihnen dein Know-how.

Dein Profil
Du bist ein(e) digital orientierter Buchhaltungsallrounder/in und hast schon alles gesehen (Debitoren, Kreditoren, Anlagen…). Das bringst du außerdem mit: 
Erfolgreich abgeschlossene Ausbildung mit Relevanz für die Buchhaltung - zum Beispiel als Bürokaufmann/kauffrau oder Steuerfachangestellt(e), idealerweise weitere Qualifikationen wie zum Beispiel Bilanzbuchhalter/in
Umfassende Berufserfahrung als Accounting Specialist oder Manager – idealerweise im Start-up- oder B2B-Umfeld
Tiefes DATEV-Know how (auch Kanzlei-Rechnungswesen), gute buchhaltungsrelevante HGB-Kenntnisse, idealerweise IFRS-Know-how
Interesse an den Digitalisierungspotenzialen in Buchhaltungsprozessen, idealerweise entsprechende Digitalisierungserfahrungen
Erste Praxis in der fachlichen Führung von Mitarbeiter:innen
Müheloses Deutsch und Englisch, mündlich wie schriftlich
Wir bieten
Den idealen Accountingprozess selbst gestalten: Bau mit an deinem idealen digitalen Buchhaltungsprozess. Fachlich wächst du mit uns mit, perspektivisch baust du dir ein kleines Team auf.
Remote Work: Arbeite von dort, wo du am produktivsten bist - sei es zu Hause, auf Reisen oder in unserem Office in Berlin. Deine Zeitzone sollte nur nicht mehr als 4h von der MEZ abweichen.
Bring your own device - we pay: Für deinen mobilen Job erhältst du ein Laptop und ein Smartphone deiner Wahl.
Arbeiten ohne Korsett: Freue dich auf Prozesse und Mindsets, die zu 100% auf zeitflexibles und ortsunabhängiges Arbeiten ausgerichtet sind.
Im kleinen Team Großes Bewegen: Wir glauben daran, dass kleine Teams mehr Spaß machen. Direkter Austausch, viel Gestaltungsspielraum, voneinander Lernen, das ist unser Verständnis von Produktivität.
Mehr als ein Job - Zukunft entdecken: Du arbeitest am Herzstück der Digitalisierung im Recruiting und entdeckst vielleicht den Job deines Lebens.

Hast du Lust die perfekte digitale Datengrundlage für Unternehmensentscheidungen mit dem Rückenwind einer digitalen Unternehmenskultur zu schaffen?
Dann schick uns einfach Deinen Lebenslauf oder LinkedIn / Xing Profil. Wir freuen uns darauf, mehr über Dich zu erfahren!
Wenn du routiniert genug bist, lässt sich diese Aufgabe auch in Teilzeit erfüllen (ab 30 Wochenstunden).
Diversität und Chancengleichheit sind uns wichtig. Wir freuen uns über das Interesse aller Kandidat:innen und bemühen uns um schnelles Feedback.", "EUROPE-ONLY", "N/A", "Dec 30", "🇪🇺 EUROPE-ONLY

    
      💰 $50K - $70K

    
      NON-TECH
    
      FINANCE
    
      ACCOUNTING", "N/A", "N/A" 
"Toptal", "https://image.remoteful.dev/uploads/company/logo/6542/cb1941ea-6ccc-4f7b-bcc9-2a3f51b37343.png", "N/A", "Senior React Developer – Remote", "N/A", "N/A", "Toptal is building the greatest talent network in the world and you can be part of it! 
Apply now and join a global community of experts like you!
By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies. 
Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career. Requirements: 
English language proficiency
3+ years of professional experience  
Project management skills
A keen attention to detail
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form: https://topt.al/Q4cRDP

Join our community and have the work/life you have always dreamed of!", "WORLDWIDE", "N/A", "Dec 30", "🌏 WORLDWIDE


    
      FRONT END
    
      REACTJS
    
      JAVASCRIPT
    
      DEVELOPER", "N/A", "N/A" 
"fortrabbit", "https://image.remoteful.dev/uploads/company/logo/11097/d755a3b2-8b5b-4765-ac9c-c9ca1a45ab50.png", "N/A", "Developer Relations", "N/A", "N/A", "You are passionate about web technologies and enjoy writing and talking about it? You want to move away from everyday coding and client jobs? You have a passion for writing, learning and teaching? Help us get the word out about fortrabbit.  
Skills

excellent writing skills
preferable English native
solid full-stack knowledge: from front-end to PHP, from git to servers (a bit of everything)
eager to learn and teach
able to explain complex topics simply
active in at least one web-dev community (preferable Craft CMS or Laravel)

Tasks

help us to improve documentation (of our service and open-source packages)
write (technical) blog articles about topics that are relevant to our clients (web developers / web agencies)
customer support: support clients and get a solid understanding of the services we provide
report the weaknesses of our service and suggest improvements
help us to refine our 'marketing strategy'
help us to discover new market opportunities
get in touch with people on meetups and conferences
contribute to open source


No tasks unless you can convince us it is a good idea

cold calls
manage Google / Twitter ads


Interests (not all required)

Jamstack
SOLID design principles
web performance
deployment / CI / CD / git / docker
PHP 7/8 language
frontend / ES6 / Vuejs

No-gos

you love WordPress
you hate PHP

Other considerations

part-time or full-time (20-40 hours per week)
remote is maybe okay, onsite work is preferred
freelancing on a project basis might also be okay", "EUROPE-ONLY", "N/A", "Dec 30", "🇪🇺 EUROPE-ONLY

    
      💰 $50K - $90K

    
      MARKETING
    
      PHP
    
      LARAVEL
    
      CRAFT CMS", "N/A", "N/A" 
"Visto.ai", "https://image.remoteful.dev/uploads/company/logo/13019/fd341538-9ca4-4ccd-a997-b1f76065d071.png", "N/A", "Senior software developer", "N/A", "N/A", "Want to work in Canada?We help software developers find jobs with Canadian companies!If you're an intermediate or senior software developer, you can sign up for free and we'll try to match you with Canadian companies that want to interview you, hire you and bring you to Canada!", "WORLDWIDE", "N/A", "Dec 30", "🌏 WORLDWIDE

    
      💰 $20K - $200K

    
      SOFTWARE DEVELOPMENT
    
      DEVELOPER
    
      TECH
    
      CANADA", "N/A", "N/A" 
"NFTYLabs", "https://image.remoteful.dev/uploads/company/logo/8485/bf23c804-d2ce-4763-a727-e0f22205cae9.png", "N/A", "Python Full-Stack Engineer", "N/A", "N/A", "NFTY Labs (https://nftylabs.org) is seeking an experienced Django/Python full-stack engineer interested in helping our small team build out real world practical use cases for crypto NFTs that include using NFTs as authentication to join communities on Discord, Telegram, Twitch and more. We work with large mainstream brands and celebrities. We are building out technologies for communities with hundreds of thousands of members leveraging AWS and using Django/Python, Postgres, DynamoDB and AWS Lambda.Your responsibilities will include planning & building new features, fixing existing bugs, and working on scaling performance. We are looking for an engineer excited to tackle hard problems and who can take ownership of complex workflows.Please submit applications with the subject line: Python Full-Stack Engineer. Include not more than a paragraph as to why you think you are a good fit for this role and a link to your resume or linked in when reaching out. Feel free to include GitHub links/projects where you have made meaningful contributions that you want to highlight.While we have team members in all times zones we will prioritize candidates who can work on pacific or mountain time for this role specifically.It is very beneficial for you to have a more than superficial understanding of how blockchains including Bitcoin and Ethereum operate. You don't need to have experience in blockchain programming specifically. Experience with Telegram, Discord and Twitch APIs is also very helpful but not required.", "USA-ONLY", "N/A", "Dec 30", "🇺🇸 USA-ONLY


    
      SOFTWARE DEVELOPMENT
    
      PYTHON
    
      DJANGO", "N/A", "N/A" 
"SigNoz", "https://image.remoteful.dev/uploads/company/logo/11215/c7e3e0ad-76e2-481c-91cc-91a8311707e6.png", "N/A", "DevOps/SRE Engineer", "N/A", "N/A", "About the roleLooking for a founding DevOps engineer to join our team at SigNoz. You will be part of the first few hires in our team and will have the opportunity to own a significant part of the product.This is an opportunity to work on core developer infra open source product - and would love to chat with folks who are excited by this
Why us?
Opportunity to work in a global dev infra product from India.
Work on an open source product. Engage with the community. Evangelise the product. Build your GitHub profile
Work with high volumes of data and real time applications. There are some real perf challenges in doing this well you would love to solve.
Founding team from IITs who are/have been devs themselves
Who would be a good fit
1+ yrs experience in backend engineering. Knowledge of Go and Kubernetes is preferred.
A strong grasp of devops and different ways to deploy code.
Curious and having a get stuff done attitude
Interest in startups. If you are an ex-entrepreneur, we would love to chat with you
Skills we are looking for ( it's OK if you don't tick all the boxes)
Building AWS, GCP, Azure, etc. deployment automation for delivering SigNoz to our customers
Troubleshooting networking, compute, and Kubernetes failures.
Improving performance and robustness of cloud and customer deployments.
Hardening security all around.
Working on large scale OLAP databases with huge datasets (we use Clickhouse and love it)
Strong experience in Linux systems administration, networks, performance troubleshooting
Running and troubleshooting Kubernetes clusters, containerized networking and applications
Intermediate knowledge of Golang, Java, or Python
You must be able to code
Infrastructure and application security engineering experience is a plus.
Cloud infrastructure automation using Kubernetes

Next steps
Seems like something right up your alley?Just apply on this site or email your CV and an optional intro note to me at [pranay at signoz dot io]. Feel free to include links to your GitHub, LinkedIn, Twitter, or blog posts. Our process involves a short initial exploratory chat, followed by three interviews/discussions. The aim is for both sides to learn more about each other. The timeline is ~10 days unless you need more time.", "WORLDWIDE", "N/A", "Dec 30", "🌏 WORLDWIDE

    
      💰 $20K - $50K

    
      BACK END
    
      DEVOPS
    
      KUBERNETES
    
      HELM", "N/A", "N/A" 
"zerolens", "https://image.remoteful.dev/uploads/company/logo/14863/68dabd77-7847-45f2-88d8-d9194c1ef39d.png", "N/A", "Infrastructure AWS Architect", "N/A", "N/A", "We are a remote-first startup on a mission to change photography in its fundamentals by enabling anyone to take high-quality and professional product shots for marketing and e-commerce in 3D environments, faster, better, and cheaper than ever before. Recently, we landed a seven-figure investment from a European Tier 1 fund to take our vision global!We are now looking for an Infrastructure AWS Architect to help bring the company to the next level. The kind of stuff you’ll do:
Have ownership over delivering rendering power to our users with AWS, including setup and maintenance
Work closely together with our rendering experts & both our technical founders
Monitor and improve performance over several regions
Improve our custom user/load balancer that assigns users to a for them dedicated rendering server during their session and orchestrates up and downscaling of servers
Optimize costs and instances

To rock this job, you’ll bring:‍Must have:
Relevant experience over several years building and maintaining at least medium-sized projects, a large portion of that with AWS
Expert knowledge with ECS, EC2, Docker, or Kubernetes, as well as Terraform or CloudFormation

Decent knowledge in the JavaScript/Node ecosystem
Expert knowledge in AWS in general on a level of “Professional Solutions Architect”/“Professional DevOps Engineer” according to AWS certifications (the certification itself is not mandatory)
Availability during usual work times in our main timezone - Central Europe / CE(S)T
Fluency in English
A team-oriented personality and ability to work collaboratively with developers and various stakeholders
Capability & interest to learn fast
Nice to have:
AWS technical “Professional” certification.
Experience with GraphQL, Algolia.
Experience with 3D tools and rendering.
Interest in photography and/or visual arts.
How do we work?
We are a remote-first company and will stay so (yes, also after Covid) - our main time zone is Central Europe (UTC+1 / UTC+2).
We work in a virtual office - Gather.town that allows us to still keep micro-interactions while being completely remote.
We work with OKRs, which we plan in monthly cycles for teams to enable fast progress. The sprint planning for the development team is done in two-week cycles, issues are tracked with Github.
Every day we meet for the morning daily to sync on important updates.
We share with each other feedback regularly during the weekly sessions. Additionally, you will have monthly 1on1s with one of the founders.
What we offer:
Experience working in an early-stage startup where you work at a fast pace, but can have influence over the product and company’s growth.
Work in a very friendly and international remote team - currently, we have 11 people on board working in 6 different countries!
Two technical founders who care about the product and development experience.

Remote office set-up and we may get you co-working space near you if you prefer.

Competitive salary and an attractive equity package as an early employee. If the company is successful, you should be too! -> We offer a salary of 55-85k EUR yearly. The actual salary can be higher and will be a competitive package combining base salary and equity, and is negotiable depending on previous work experience and cost of living in your location.

Annually EUR 1.000 benefit budget to spend for your extra gear, setup, gym subscriptions, learning activities, books, etc.

Flexible working hours.
Unlimited paid time off.
Regular, fully-paid company-wide offsites, where the whole company comes together somewhere in Europe (depending on the Covid situation).

Oculus Quest 2 VR Glasses for social activities and/or development. Prepare for some good dose of competition in VR! ;)‍

Recruitment process:
Once we receive your application, we will review it as soon as possible. We don’t require cover letters, but if you feel there is something in particular that we should know, please include that in your application.
If your profile meets our requirements, we will contact you shortly. If it doesn't, you will also hear from us. Promise. If not, our Head of People Jagoda will be locked in the box of shame.
The recruitment process will consist of a short call with our Head of People and 2 meetings with the team and founders. You will get all the details during the first interaction with us.
If what you’ve just read sounds exciting to you, the next steps will be:
Go to zerolens website and check out our product - you can register here for free!
If you like what you see, apply using the link below!
Join zerolens as an Infrastructure AWS Architect and change the world of photography!", "EUROPE-ONLY", "N/A", "Dec 30", "🇪🇺 EUROPE-ONLY

    
      💰 $50K - $90K

    
      SOFTWARE DEVELOPMENT
    
      AWS
    
      TERRAFORM
    
      ECS
    
      EC2
    
      CLOUDFORMATION", "N/A", "N/A" 
"Alley", "https://image.remoteful.dev/uploads/company/logo/10520/6e7fd1f1-f092-4ec2-9df7-0f6fbfec792f.png", "N/A", "Software Developer", "N/A", "N/A", "We’re not looking for rockstars, zombies, or magicians. We’re looking for motivated, creative, and resourceful developers who take pride in their work and want to partner with clients who are pushing the boundaries of the technology we work with.
Software Developers at Alley work collaboratively to understand the challenges facing our clients and implement effective and meaningful technological solutions, frequently using WordPress.  Your responsibilities will range from technical discovery that informs custom feature builds to custom architecture and development to large-scale data migrations for a high volume of content.
Software Developers at Alley need to be well-rounded technologists who have a holistic understanding of the web technology stacks that we work with, are excited about keeping our team at the cutting edge, and are eager to work directly with clients to help them solve interesting and novel business problems.
Alley is an equal opportunity employer and we seek to increase diversity in the tech industry. We encourage applications from women, Black people, indigenous people, people of color, LGBTQIA+ people, disabled people, and other communities traditionally underrepresented in this field.
For information on our hiring process and what it’s like to work at Alley, please check out our FAQ. If you have any questions about our hiring process, please contact us at [email protected].

Qualifications

Our primary development language is PHP. You must be fully fluent in PHP and have worked with it in a professional context before.
Prior experience with WordPress and/or Laravel is a major plus. If you haven’t worked with either, you should be excited to learn and develop with them.
We make heavy use of ES Next JavaScript (particularly React, as well as Node) and related tooling, including webpack. Previous experience is a plus, and a willingness to learn it is essential.
Alley prides itself on its ability to address unusual, novel, and complex problems that deal with the intersection of technology, business, and content production. You should understand and be able to discuss web technologies and systems conceptually, and be able to demonstrate that you can learn a new language, technology stack, or framework quickly and on demand.
You should feel comfortable at a Unix command line, even if you aren’t an expert.
You must know your way around git and understand version control well, and be able to carry out typical operations with it, including branching, merging, submitting code for peer review, and reviewing your peers’ code yourself.
We apply Scrum as a development methodology, and broadly endorse Agile as a philosophy. You must be open to working this way as well, and prior experience is a plus.
You should also have very strong written and verbal communication skills, and the ability to wield them with both team members and clients. 
Discipline concerning delivery dates, stylistic appreciation of what makes code good and readable, and a committed attitude about documentation, user stories, issue tracking, and timesheets are all very important skills for our developers to have.

About Alley 
We offer competitive salaries and company subsidized medical, dental and vision benefits. We also offer a 401(k) with company matching, a profit sharing plan, and a monthly lunch allowance.
We have no set hours and do not limit vacation or sick time. We trust our team members to get their work done and take the time off they need to recharge, and we suggest an average of three weeks off per year.
We are a fully distributed company, meaning we don’t have a set work location. Team members can choose to work from home or from a co-working space. We’ll furnish your home office or rent you a co-working space.

Recruiters: Please do NOT contact us about this job. All hiring duties at Alley are carried out by our staff.", "WORLDWIDE", "N/A", "Dec 30", "🌏 WORLDWIDE


    
      SOFTWARE DEVELOPMENT
    
      PHP
    
      LARAVEL
    
      WORDPRESS
    
      AGILE
    
      REACT.JS", "N/A", "N/A" 
"Remi", "https://image.remoteful.dev/uploads/company/logo/6246/9ea32f24-d263-41d8-a381-16fd75469cc0.png", "N/A", "Senior Frontend Engineer", "N/A", "N/A", "We're looking for enthusiastic and resourceful software engineers who are passionate about building great products, love being part of an ambitious team, and can lead the way through the uncertainties of an early stage start-up.

You'll work as part of a cross-functional team with other engineers, product managers, and designers. We’re planning for an agile and collaborative environment, 100% remote, and with a strong focus on product engineering.

Last but not least, this position is for one of the first 3 engineers we will be hiring, and therefore you will be building a product completely from scratch.For more information please see the link below.", "EUROPE-ONLY", "N/A", "Dec 30", "🇪🇺 EUROPE-ONLY


    
      FRONT END
    
      SAAS
    
      PRODUCTIVITY
    
      REMOTE TEAMS
    
      TEAM CULTURE
    
      REACT
    
      APOLLO
    
      GRAPHQL", "N/A", "N/A" 
"Sericin Limited", "https://image.remoteful.dev/uploads/company/logo/11352/082edb1e-a124-4ffb-97c7-eac6114c8c79.png", "N/A", "Senior Software Engineer (full stack)", "N/A", "N/A", "We are looking for a full time Senior Developer to help us architect, engineer, integrate, deploy and improve a state-of-the-art leasing and asset management platform for landlords that own office buildings and shopping malls on ‘High Street’ in the world’s biggest metropoles.


ResponsibilitiesYou are going to help us build a world-class SaaS-platform from the ground up, that allows landlords to navigate from their computer screen legal risks and valuation implications buried inside contract language, in a way the market never thought possible. You will be working with our team of distinguished real estate lawyers, creative software developers and architects, PMs and UX designers, to deliver a world-class product that will revolutionize the commercial real estate industry.


RequirementsThe most important characteristic we're after is that you are a technologist – or however you self-identify your passion for developing and building technology that provides real commercial results – and are keen on participating in a pleasant and high functioning team.

You don't have to know everything, but you do have to have the potential to learn anything quickly and you should know a lot about of the following disciplines:


Cloud native development and deployment - You have built, run and delivered software either on cloud environments or for cloud environments using modern methods and can talk about the considerations that go into the design. Deploying with Docker and AWS or similar makes you feel right at home. 

Full-stack development with excellent knowledge of backend technologies - You are comfortable developing for the frontend and but have a leaning towards the backend.

Knowledge of databases - You are equally comfortable with noSQL and SQL databases and can conceptualize solutions in either, weighing advantages and disadvantages depending on use-case. 

Modern Programming Languages like Java, Python, Javascript/nodeJS and a frontend framework (Vue.JS or React.JS) - You can build software irrespective of language. You understand how to turn a post-it note into outcomes and have a good track record of supporting your software from inception through to upgrade.

Ultimately, you'll be excited about being at the inception of a high-performance environment, and you'll enjoy being pushed technically and organizationally to do things 'the right way' as part of the core team that is building a world-class product.Ideally you would be based in Hong Kong, but we are also interested in getting to know you if you are within +/- 3 hours of the Hong Kong time zone.

So, if you are someone who…

enjoys UX / user-centric design and product delivery,
is pragmatic and commercial, but never settles for mediocrity,
values flexibility, but wants to have ownership of your tasks,
gains satisfaction from solving puzzles and logic problems,
likes communicating what you've discovered to your colleagues and customers in plain English, rather than encrypted acronyms,
would enjoy a paid 2-week bonus Christmas break upon successful product launch and client acquisition, and
is excited about building a product that marries ease of use with expert features to re-invent an ancient market,

… we think you should get in touch, because you would be a great addition to our team!", "ASIA-ONLY", "N/A", "Dec 30", "ASIA-ONLY

    
      💰 $50K - $60K

    
      SOFTWARE DEVELOPMENT
    
      JAVASCRIPT
    
      REACT
    
      VUE.JS
    
      NODE.JS
    
      CLOUD NATIVE
    
      NOSQL/SQL", "N/A", "N/A" 
